time	V(vg)	(1/72.25u)*(d(Ig(M1))/d(V(vg)))	(1/72.25u)*(d(Ig(M2))/d(V(vg)))
8.150959660720203e-001	4.452939e-001	-3.064555e-010	-3.540904e-010
8.171439660719655e-001	4.514379e-001	-3.052267e-010	-3.526097e-010
8.191919660719107e-001	4.575819e-001	-3.040131e-010	-3.511290e-010
8.212399660718559e-001	4.637259e-001	-3.028072e-010	-3.496635e-010
8.232879660718011e-001	4.698699e-001	-3.016088e-010	-3.482133e-010
8.253359660717463e-001	4.760139e-001	-3.004189e-010	-3.467640e-010
8.273839660716915e-001	4.821579e-001	-2.992351e-010	-3.453130e-010
8.294319660716367e-001	4.883019e-001	-2.980597e-010	-3.438933e-010
8.314799660715819e-001	4.944459e-001	-2.968919e-010	-3.424889e-010
8.335279660715271e-001	5.005899e-001	-2.957318e-010	-3.410845e-010
8.355759660714723e-001	5.067339e-001	-2.945723e-010	-3.396809e-010
8.376239660714175e-001	5.128779e-001	-2.934274e-010	-3.382766e-010
8.396719660713627e-001	5.190219e-001	-2.922964e-010	-3.369316e-010
8.417199660713080e-001	5.251659e-001	-2.911668e-010	-3.355577e-010
8.437679660712532e-001	5.313099e-001	-2.900386e-010	-3.341855e-010
8.458159660711984e-001	5.374539e-001	-2.889242e-010	-3.328269e-010
8.478639660711436e-001	5.435979e-001	-2.878161e-010	-3.314819e-010
8.499119660710888e-001	5.497419e-001	-2.867094e-010	-3.301691e-010
8.519599660710340e-001	5.558859e-001	-2.856193e-010	-3.288427e-010
8.540079660709792e-001	5.620299e-001	-2.845355e-010	-3.275146e-010
8.560559660709244e-001	5.681739e-001	-2.834440e-010	-3.262171e-010
8.581039660708696e-001	5.743179e-001	-2.823741e-010	-3.249179e-010
8.601519660708148e-001	5.804619e-001	-2.813055e-010	-3.236357e-010
8.621999660707600e-001	5.866059e-001	-2.802383e-010	-3.223550e-010
8.642479660707052e-001	5.927499e-001	-2.791926e-010	-3.210574e-010
8.662959660706504e-001	5.988939e-001	-2.781380e-010	-3.198041e-010
8.683439660705956e-001	6.050379e-001	-2.771000e-010	-3.185676e-010
8.703919660705408e-001	6.111819e-001	-2.760633e-010	-3.173174e-010
8.724399660704860e-001	6.173259e-001	-2.750329e-010	-3.160657e-010
8.744879660704312e-001	6.234699e-001	-2.740177e-010	-3.148292e-010
8.765359660703764e-001	6.296139e-001	-2.730013e-010	-3.136065e-010
8.785839660703216e-001	6.357579e-001	-2.719862e-010	-3.124005e-010
8.806319660702668e-001	6.419019e-001	-2.709800e-010	-3.111961e-010
8.826799660702120e-001	6.480459e-001	-2.699877e-010	-3.099902e-010
8.847279660701573e-001	6.541899e-001	-2.689955e-010	-3.087842e-010
8.867759660701025e-001	6.603339e-001	-2.680172e-010	-3.076073e-010
8.888239660700477e-001	6.664779e-001	-2.670326e-010	-3.064471e-010
8.908719660699929e-001	6.726219e-001	-2.660570e-010	-3.052580e-010
8.929199660699381e-001	6.787659e-001	-2.650952e-010	-3.040978e-010
8.949679660698833e-001	6.849099e-001	-2.641246e-010	-3.029514e-010
8.970159660698285e-001	6.910539e-001	-2.631629e-010	-3.017913e-010
8.990639660697737e-001	6.971979e-001	-2.622178e-010	-3.006479e-010
9.011119660697189e-001	7.033419e-001	-2.612789e-010	-2.995182e-010
9.031599660696641e-001	7.094859e-001	-2.603401e-010	-2.984039e-010
9.052079660696093e-001	7.156299e-001	-2.594077e-010	-2.972804e-010
9.072559660695545e-001	7.217739e-001	-2.584765e-010	-2.961585e-010
9.093039660694997e-001	7.279179e-001	-2.575542e-010	-2.950608e-010
9.113519660694449e-001	7.340619e-001	-2.566383e-010	-2.939617e-010
9.133999660693901e-001	7.402059e-001	-2.557301e-010	-2.928626e-010
9.154479660693353e-001	7.463499e-001	-2.548205e-010	-2.917774e-010
9.174959660692805e-001	7.524939e-001	-2.539199e-010	-2.907012e-010
9.195439660692257e-001	7.586379e-001	-2.530205e-010	-2.896264e-010
9.215919660691709e-001	7.647819e-001	-2.521275e-010	-2.885655e-010
9.236399660691161e-001	7.709259e-001	-2.512561e-010	-2.875031e-010
9.256879660690613e-001	7.770699e-001	-2.503708e-010	-2.864499e-010
9.277359660690066e-001	7.832139e-001	-2.494942e-010	-2.854056e-010
9.297839660689518e-001	7.893579e-001	-2.486317e-010	-2.843599e-010
9.318319660688970e-001	7.955019e-001	-2.477616e-010	-2.833295e-010
9.338799660688422e-001	8.016459e-001	-2.468979e-010	-2.823054e-010
9.359279660687874e-001	8.077899e-001	-2.460431e-010	-2.812826e-010
9.379759660687326e-001	8.139339e-001	-2.451971e-010	-2.802612e-010
9.400239660686778e-001	8.200779e-001	-2.443499e-010	-2.792537e-010
9.420719660686230e-001	8.262219e-001	-2.435103e-010	-2.782538e-010
9.441199660685682e-001	8.323659e-001	-2.426771e-010	-2.772526e-010
9.461679660685134e-001	8.385099e-001	-2.418376e-010	-2.762680e-010
9.482159660684586e-001	8.446539e-001	-2.410144e-010	-2.752848e-010
9.502639660684038e-001	8.507979e-001	-2.401977e-010	-2.743002e-010
9.523119660683490e-001	8.569419e-001	-2.393875e-010	-2.733219e-010
9.543599660682942e-001	8.630859e-001	-2.385708e-010	-2.723525e-010
9.564079660682394e-001	8.692299e-001	-2.377553e-010	-2.713998e-010
9.584559660681846e-001	8.753739e-001	-2.369615e-010	-2.704381e-010
9.605039660681298e-001	8.815179e-001	-2.361677e-010	-2.694840e-010
9.625519660680750e-001	8.876619e-001	-2.353651e-010	-2.685439e-010
9.645999660680202e-001	8.938059e-001	-2.345714e-010	-2.676051e-010
9.666479660679654e-001	8.999499e-001	-2.337940e-010	-2.666676e-010
9.686959660679106e-001	9.060939e-001	-2.330155e-010	-2.657364e-010
9.707439660678559e-001	9.122379e-001	-2.322369e-010	-2.648205e-010
9.727919660678011e-001	9.183819e-001	-2.314573e-010	-2.638880e-010
9.748399660677463e-001	9.245259e-001	-2.306864e-010	-2.629721e-010
9.768879660676915e-001	9.306699e-001	-2.299319e-010	-2.620804e-010
9.789359660676367e-001	9.368139e-001	-2.291763e-010	-2.611721e-010
9.809839660675819e-001	9.429579e-001	-2.284195e-010	-2.602702e-010
9.830319660675271e-001	9.491019e-001	-2.276639e-010	-2.593848e-010
9.850799660674723e-001	9.552459e-001	-2.269170e-010	-2.584930e-010
9.871279660674175e-001	9.613899e-001	-2.261766e-010	-2.576077e-010
9.891759660673627e-001	9.675339e-001	-2.254363e-010	-2.567299e-010
9.912239660673079e-001	9.736779e-001	-2.247025e-010	-2.558586e-010
9.932719660672531e-001	9.798219e-001	-2.239697e-010	-2.549961e-010
9.953199660671983e-001	9.859659e-001	-2.232457e-010	-2.541348e-010
9.973679660671435e-001	9.921099e-001	-2.225206e-010	-2.532724e-010
9.994159660670887e-001	9.982539e-001	-2.220587e-010	-2.527145e-010
9.999970179878075e-001	9.999971e-001	-2.215121e-010	-2.521285e-010
9.999980000000001e-001	1.000000e+000	-9.633797e-011	-1.605633e-010
